3,8688
5,19560
15,5748
18,13038
23,2658
27,4986
35,12750
36,18210
48,8982
50,16926
56,6936
74,17232
77,18480
83,15510
89,17568
92,7728
97,6792
118,8508
131,2580
135,10812
143,17586
154,3900
156,19194
165,10956
166,6132
172,6144
189,17394
192,13818
200,13968
207,9102
214,15384
217,8142
221,16140
228,204
237,3330
241,10866
257,6528
258,12852
259,18630
261,7404
267,10140
297,10350
298,174
303,13560
306,4206
315,12966
321,14868
325,13728
331,1416
335,7692
350,11304
353,1440
371,9294
385,18594
386,19572
408,17154
426,12270
435,10008
443,7722
445,12
454,6096
463,13398
471,13284
473,14766
480,2484
482,8280
483,2652
486,2532
489,9912
493,13104
504,19578
524,8946
527,8880
542,17922
543,8268
551,17880
552,7866
558,3816
560,11160
561,5502
563,19110
567,18534
574,19428
583,10170
585,5616
586,2964
587,1518
594,1164
595,18
597,6462
598,13488
607,16116
609,1728
614,9678
621,5910
625,0
634,2748
652,14538
656,14784
663,10596
668,5406
677,15498
680,9714
683,16704
703,7062
708,5148
709,6294
712,8628
727,14148
741,6252
743,8682
745,3288
748,8760
750,5298
758,84
764,12204
771,12498
773,1122
784,13020
798,7902
817,10074
826,2886
836,12264
837,17832
841,7056
844,918
848,8124
858,2718
866,10848
868,19590
870,18396
879,13074
881,16608
882,2328
885,7794
887,19380
888,13458
890,13152
893,1128
897,6588
903,10890
917,9450
919,16596
920,17682
935,5334
938,396
951,7308
962,7602
967,11754
971,6432
972,4806
973,3438
976,7998
982,1920
995,3666
1003,1752
1012,6402
1029,7860
1031,13344
1045,5472
1052,12288
1053,9654
1055,12864
1059,11088
1062,9918
1067,3852
1071,1284
1074,14880
1075,15432
1080,3942
1083,17256
1084,1824
1093,3090
1104,5028
1106,19716
1107,9870
1114,14226
1115,7788
1123,7086
1135,12654
1142,19122
1151,9822
1158,5742
1167,16050
1175,19848
1179,3276
1180,12132
1181,1722
1182,10158
1190,13230
1203,4416
1208,12810
1213,5844
1222,18690
1228,19284
1240,2544
1245,6822
1248,2058
1254,6954
1255,10092
1267,15948
1270,6696
1271,14904
1277,6108
1278,2352
1281,19332
1287,11934
1299,4524
1301,11070
1315,11094
1317,15768
1320,16872
1321,14496
1324,15678
1330,15990
1332,18390
1333,6942
1336,13470
1343,7440
1347,390
1357,2994
1362,6336
1368,9474
1373,5532
1375,14394
1377,9726
1392,15114
1393,846
1397,15600
1400,16152
1404,1428
1422,8370
1429,4014
1430,744
1433,15744
1438,6660
1441,1476
1445,4434
1448,13740
1459,4314
1463,10152
1465,5928
1478,12210
1484,14628
1488,13746
1493,5184
1497,11760
1498,5100
1499,8046
1504,186
1512,19896
1515,13092
1516,672
1531,6858
1535,9390
1536,13962
1540,6978
1542,15300
1545,12576
1548,6420
1550,17532
1552,7956
1556,17412
1557,2634
1565,18450
1573,15876
1583,6870
1595,2400
1598,15126
1601,17580
1607,13518
1621,8838
1629,8886
1634,4308
1635,5436
1652,2094
1655,11142
1664,210
1677,7374
1679,6408
1699,14358
1701,1380
1703,2682
1706,9006
1712,8862
1729,18318
1741,4224
1767,17904
1774,14508
1787,6306
1789,3696
1791,11454
1797,15354
1798,10728
1806,690
1808,2466
1809,10164
1822,8478
1827,5538
1831,17496
1840,9684
1863,9558
1864,19152
1872,3588
1875,12876
1888,6342
1902,852
1908,4980
1915,6678
1917,19266
1921,13788
1926,17370
1943,11256
1947,2502
1952,4590
1959,5946
1961,6324
1965,17772
1973,9108
1977,13146
1980,14856
1992,4602
1998,6666
1999,15078
2002,2760
2003,5808
2008,10050
2015,2778
2017,10758
2021,14406
2026,15696
2028,12438
2029,8256
2036,3204
2047,2784
2057,11178
2066,3108
2072,8304
2079,7518
2084,15606
2092,17514
2100,11712
2111,4272
2120,11052
2127,8394
2128,10530
2138,19020
2144,13794
2154,9546
2163,6852
2175,14850
2184,18084
2198,14040
2204,11364
2211,1794
2213,5514
2215,6996
2221,234
2235,13446
2238,13056
2267,12282
2268,7032
2283,18774
2286,10056
2295,16776
2301,768
2308,17874
2311,10032
2313,12540
2322,6738
2323,4446
2331,4596
2335,4182
2336,9576
